name_1,date_1,name_2,date_2,name_3,date_3,alternatives,context,correct_date,correct_temperature,correct_temperature_label,correct_answer
Andrew,2019-05-13,Dean,2019-01-02,Scott,2019-01-26,"['Andrew', 'Dean', 'Scott']",Andrew repaired the bike on the 13th of May. Dean repaired the bike on the 2nd of January. Scott repaired the bike on the 26th of January. The only person that repaired the bike in a warm month is,2019-05-13,warm,1,Andrew
Scott,2019-10-15,Richard,2019-04-12,Connor,2019-07-21,"['Scott', 'Richard', 'Connor']",Scott arrived in Germany on the 15th of October. Richard arrived in Germany on the 12th of April. Connor arrived in Germany on the 21st of July. The only person that arrived in Germany in a cold month is,2019-04-12,cold,0,Richard
Ian,2019-06-29,Connor,2019-10-17,Grant,2019-04-02,"['Ian', 'Connor', 'Grant']",Ian washed the floors on the 29th of June. Connor washed the floors on the 17th of October. Grant washed the floors on the 2nd of April. The only person that washed the floors in a cold month is,2019-04-02,cold,0,Grant
William,2019-06-25,Joy,2019-04-02,Steve,2019-05-20,"['William', 'Joy', 'Steve']",William watched TV on the 25th of June. Joy watched TV on the 2nd of April. Steve watched TV on the 20th of May. The only person that watched TV in a cold month is,2019-04-02,cold,0,Joy
Matt,2019-05-03,Rachel,2019-04-25,Robert,2019-05-31,"['Matt', 'Rachel', 'Robert']",Matt washed the dog on the 3rd of May. Rachel washed the dog on the 25th of April. Robert washed the dog on the 31st of May. The only person that washed the dog in a cold month is,2019-04-25,cold,0,Rachel
William,2019-04-24,Walker,2019-06-15,Richard,2019-04-05,"['William', 'Walker', 'Richard']",William took a ferry on the 24th of April. Walker took a ferry on the 15th of June. Richard took a ferry on the 5th of April. The only person that took a ferry in a warm month is,2019-06-15,warm,1,Walker
Scott,2019-12-10,John,2019-10-19,Henry,2019-01-30,"['Scott', 'John', 'Henry']",Scott got surgery on the 10th of December. John got surgery on the 19th of October. Henry got surgery on the 30th of January. The only person that got surgery in a warm month is,2019-10-19,warm,1,John
Mark,2019-09-21,Ryan,2019-04-22,Jack,2019-10-28,"['Mark', 'Ryan', 'Jack']",Mark baked a cake on the 21st of September. Ryan baked a cake on the 22nd of April. Jack baked a cake on the 28th of October. The only person that baked a cake in a cold month is,2019-04-22,cold,0,Ryan
Hunter,2019-02-12,Kyle,2019-08-05,Maria,2019-09-03,"['Hunter', 'Kyle', 'Maria']",Hunter sent a package on the 12th of February. Kyle sent a package on the 5th of August. Maria sent a package on the 3rd of September. The only person that sent a package in a cold month is,2019-02-12,cold,0,Hunter
Emily,2019-04-25,Tyler,2019-02-28,Andrew,2019-06-29,"['Emily', 'Tyler', 'Andrew']",Emily attended a wedding on the 25th of April. Tyler attended a wedding on the 28th of February. Andrew attended a wedding on the 29th of June. The only person that attended a wedding in a warm month is,2019-06-29,warm,1,Andrew
Marco,2019-11-14,Josh,2019-08-31,Scott,2019-07-07,"['Marco', 'Josh', 'Scott']",Marco cleaned the basement on the 14th of November. Josh cleaned the basement on the 31st of August. Scott cleaned the basement on the 7th of July. The only person that cleaned the basement in a cold month is,2019-11-14,cold,0,Marco
Bob,2019-07-24,Charlie,2019-06-17,April,2019-12-06,"['Bob', 'Charlie', 'April']",Bob planted a tree on the 24th of July. Charlie planted a tree on the 17th of June. April planted a tree on the 6th of December. The only person that planted a tree in a cold month is,2019-12-06,cold,0,April
Blake,2019-11-12,Rachel,2019-08-18,Fred,2019-08-04,"['Blake', 'Rachel', 'Fred']",Blake repotted the plants on the 12th of November. Rachel repotted the plants on the 18th of August. Fred repotted the plants on the 4th of August. The only person that repotted the plants in a cold month is,2019-11-12,cold,0,Blake
Martin,2019-03-21,Kyle,2019-12-03,Rachel,2019-09-17,"['Martin', 'Kyle', 'Rachel']",Martin mowed the lawn on the 21st of March. Kyle mowed the lawn on the 3rd of December. Rachel mowed the lawn on the 17th of September. The only person that mowed the lawn in a warm month is,2019-09-17,warm,1,Rachel
Emily,2019-03-16,Tyler,2019-12-14,Ryan,2019-05-10,"['Emily', 'Tyler', 'Ryan']",Emily cooked cheesecake on the 16th of March. Tyler cooked cheesecake on the 14th of December. Ryan cooked cheesecake on the 10th of May. The only person that cooked cheesecake in a warm month is,2019-05-10,warm,1,Ryan
Scott,2019-05-02,Jack,2019-03-21,Blake,2019-05-19,"['Scott', 'Jack', 'Blake']",Scott repaired the bike on the 2nd of May. Jack repaired the bike on the 21st of March. Blake repaired the bike on the 19th of May. The only person that repaired the bike in a cold month is,2019-03-21,cold,0,Jack
Mark,2019-09-11,Rachel,2019-07-04,Neil,2019-12-25,"['Mark', 'Rachel', 'Neil']",Mark washed the car on the 11th of September. Rachel washed the car on the 4th of July. Neil washed the car on the 25th of December. The only person that washed the car in a cold month is,2019-12-25,cold,0,Neil
Michael,2019-12-26,Andrew,2019-09-30,Connor,2019-11-16,"['Michael', 'Andrew', 'Connor']",Michael arrived in Germany on the 26th of December. Andrew arrived in Germany on the 30th of September. Connor arrived in Germany on the 16th of November. The only person that arrived in Germany in a warm month is,2019-09-30,warm,1,Andrew
Ian,2019-02-10,Ryan,2019-03-05,Walker,2019-07-08,"['Ian', 'Ryan', 'Walker']",Ian ironed the clothes on the 10th of February. Ryan ironed the clothes on the 5th of March. Walker ironed the clothes on the 8th of July. The only person that ironed the clothes in a warm month is,2019-07-08,warm,1,Walker
Jerry,2019-04-19,Grant,2019-08-09,Andrew,2019-06-18,"['Jerry', 'Grant', 'Andrew']",Jerry got surgery on the 19th of April. Grant got surgery on the 9th of August. Andrew got surgery on the 18th of June. The only person that got surgery in a cold month is,2019-04-19,cold,0,Jerry
Andrew,2019-05-07,Rose,2019-11-13,George,2019-06-28,"['Andrew', 'Rose', 'George']",Andrew won a contest on the 7th of May. Rose won a contest on the 13th of November. George won a contest on the 28th of June. The only person that won a contest in a cold month is,2019-11-13,cold,0,Rose
Max,2019-12-04,Dallas,2019-10-17,William,2019-06-30,"['Max', 'Dallas', 'William']",Max moved to a new city on the 4th of December. Dallas moved to a new city on the 17th of October. William moved to a new city on the 30th of June. The only person that moved to a new city in a cold month is,2019-12-04,cold,0,Max
Michael,2019-01-31,Richard,2019-08-02,Kevin,2019-11-06,"['Michael', 'Richard', 'Kevin']",Michael went to the gym on the 31st of January. Richard went to the gym on the 2nd of August. Kevin went to the gym on the 6th of November. The only person that went to the gym in a warm month is,2019-08-02,warm,1,Richard
Martin,2019-04-21,Walker,2019-04-13,Luke,2019-10-11,"['Martin', 'Walker', 'Luke']",Martin reorganized the closet on the 21st of April. Walker reorganized the closet on the 13th of April. Luke reorganized the closet on the 11th of October. The only person that reorganized the closet in a warm month is,2019-10-11,warm,1,Luke
Michael,2019-12-26,Richard,2019-09-16,Jerry,2019-11-25,"['Michael', 'Richard', 'Jerry']",Michael got a manicure on the 26th of December. Richard got a manicure on the 16th of September. Jerry got a manicure on the 25th of November. The only person that got a manicure in a warm month is,2019-09-16,warm,1,Richard
Hope,2019-04-02,George,2019-05-09,Neil,2019-05-01,"['Hope', 'George', 'Neil']",Hope won a prize on the 2nd of April. George won a prize on the 9th of May. Neil won a prize on the 1st of May. The only person that won a prize in a cold month is,2019-04-02,cold,0,Hope
Jerry,2019-11-25,Charlie,2019-12-02,Connor,2019-10-17,"['Jerry', 'Charlie', 'Connor']",Jerry got a manicure on the 25th of November. Charlie got a manicure on the 2nd of December. Connor got a manicure on the 17th of October. The only person that got a manicure in a warm month is,2019-10-17,warm,1,Connor
Kyle,2019-07-05,Richard,2019-04-29,John,2019-04-30,"['Kyle', 'Richard', 'John']",Kyle went to the cinema on the 5th of July. Richard went to the cinema on the 29th of April. John went to the cinema on the 30th of April. The only person that went to the cinema in a warm month is,2019-07-05,warm,1,Kyle
Alice,2019-10-04,Henry,2019-03-30,Hope,2019-08-14,"['Alice', 'Henry', 'Hope']",Alice arrived in Italy on the 4th of October. Henry arrived in Italy on the 30th of March. Hope arrived in Italy on the 14th of August. The only person that arrived in Italy in a cold month is,2019-03-30,cold,0,Henry
Maria,2019-07-27,Richard,2019-11-21,Steve,2019-10-10,"['Maria', 'Richard', 'Steve']",Maria moved to a new city on the 27th of July. Richard moved to a new city on the 21st of November. Steve moved to a new city on the 10th of October. The only person that moved to a new city in a cold month is,2019-11-21,cold,0,Richard
Maria,2019-02-12,Emily,2019-09-24,Steve,2019-09-21,"['Maria', 'Emily', 'Steve']",Maria bought a new phone on the 12th of February. Emily bought a new phone on the 24th of September. Steve bought a new phone on the 21st of September. The only person that bought a new phone in a cold month is,2019-02-12,cold,0,Maria
Brandon,2019-03-20,Matt,2019-03-29,Kevin,2019-09-29,"['Brandon', 'Matt', 'Kevin']",Brandon got surgery on the 20th of March. Matt got surgery on the 29th of March. Kevin got surgery on the 29th of September. The only person that got surgery in a warm month is,2019-09-29,warm,1,Kevin
Scott,2019-10-05,Joy,2019-02-25,Matt,2019-02-10,"['Scott', 'Joy', 'Matt']",Scott received a promotion on the 5th of October. Joy received a promotion on the 25th of February. Matt received a promotion on the 10th of February. The only person that received a promotion in a warm month is,2019-10-05,warm,1,Scott
Charlie,2019-09-05,Bob,2019-12-24,Joy,2019-03-15,"['Charlie', 'Bob', 'Joy']",Charlie took a ferry on the 5th of September. Bob took a ferry on the 24th of December. Joy took a ferry on the 15th of March. The only person that took a ferry in a warm month is,2019-09-05,warm,1,Charlie
Jerry,2019-07-09,Bob,2019-04-04,Frank,2019-02-20,"['Jerry', 'Bob', 'Frank']",Jerry won a prize on the 9th of July. Bob won a prize on the 4th of April. Frank won a prize on the 20th of February. The only person that won a prize in a warm month is,2019-07-09,warm,1,Jerry
Ryan,2019-04-22,Alex,2019-09-20,Connor,2019-01-11,"['Ryan', 'Alex', 'Connor']",Ryan watched a movie on the 22nd of April. Alex watched a movie on the 20th of September. Connor watched a movie on the 11th of January. The only person that watched a movie in a warm month is,2019-09-20,warm,1,Alex
Bob,2019-11-13,Henry,2019-05-14,Richard,2019-09-16,"['Bob', 'Henry', 'Richard']",Bob took a plane on the 13th of November. Henry took a plane on the 14th of May. Richard took a plane on the 16th of September. The only person that took a plane in a cold month is,2019-11-13,cold,0,Bob
Fred,2019-12-27,Hunter,2019-02-28,Kevin,2019-05-10,"['Fred', 'Hunter', 'Kevin']",Fred took a ferry on the 27th of December. Hunter took a ferry on the 28th of February. Kevin took a ferry on the 10th of May. The only person that took a ferry in a warm month is,2019-05-10,warm,1,Kevin
Bob,2019-07-12,Dean,2019-06-18,Hope,2019-04-11,"['Bob', 'Dean', 'Hope']",Bob got a raise on the 12th of July. Dean got a raise on the 18th of June. Hope got a raise on the 11th of April. The only person that got a raise in a cold month is,2019-04-11,cold,0,Hope
Blake,2019-03-30,Charlie,2019-02-11,Frank,2019-09-24,"['Blake', 'Charlie', 'Frank']",Blake purchased a new laptop on the 30th of March. Charlie purchased a new laptop on the 11th of February. Frank purchased a new laptop on the 24th of September. The only person that purchased a new laptop in a warm month is,2019-09-24,warm,1,Frank
Mark,2019-09-21,Brandon,2019-01-26,Kyle,2019-10-16,"['Mark', 'Brandon', 'Kyle']",Mark went camping on the 21st of September. Brandon went camping on the 26th of January. Kyle went camping on the 16th of October. The only person that went camping in a cold month is,2019-01-26,cold,0,Brandon
Charlie,2019-12-02,Aaron,2019-03-20,Maria,2019-06-19,"['Charlie', 'Aaron', 'Maria']",Charlie attended a wedding on the 2nd of December. Aaron attended a wedding on the 20th of March. Maria attended a wedding on the 19th of June. The only person that attended a wedding in a warm month is,2019-06-19,warm,1,Maria
Leon,2019-03-11,Mark,2019-06-30,Aaron,2019-03-20,"['Leon', 'Mark', 'Aaron']",Leon refinanced the mortgage on the 11th of March. Mark refinanced the mortgage on the 30th of June. Aaron refinanced the mortgage on the 20th of March. The only person that refinanced the mortgage in a warm month is,2019-06-30,warm,1,Mark
Rachel,2019-04-21,William,2019-09-02,Neil,2019-05-19,"['Rachel', 'William', 'Neil']",Rachel wrote a letter on the 21st of April. William wrote a letter on the 2nd of September. Neil wrote a letter on the 19th of May. The only person that wrote a letter in a cold month is,2019-04-21,cold,0,Rachel
Jerry,2019-10-11,Tyler,2019-01-10,William,2019-12-22,"['Jerry', 'Tyler', 'William']",Jerry visited their family on the 11th of October. Tyler visited their family on the 10th of January. William visited their family on the 22nd of December. The only person that visited their family in a warm month is,2019-10-11,warm,1,Jerry
Matt,2019-07-04,Neil,2019-05-19,Walker,2019-04-13,"['Matt', 'Neil', 'Walker']",Matt got a haircut on the 4th of July. Neil got a haircut on the 19th of May. Walker got a haircut on the 13th of April. The only person that got a haircut in a cold month is,2019-04-13,cold,0,Walker
Peter,2019-09-22,Rachel,2019-04-21,Blake,2019-07-04,"['Peter', 'Rachel', 'Blake']",Peter renovated the bathroom on the 22nd of September. Rachel renovated the bathroom on the 21st of April. Blake renovated the bathroom on the 4th of July. The only person that renovated the bathroom in a cold month is,2019-04-21,cold,0,Rachel
Robert,2019-12-04,Luke,2019-09-09,Bob,2019-02-23,"['Robert', 'Luke', 'Bob']",Robert cooked lasagna on the 4th of December. Luke cooked lasagna on the 9th of September. Bob cooked lasagna on the 23rd of February. The only person that cooked lasagna in a warm month is,2019-09-09,warm,1,Luke
